1	51.2373
2	45.0072
3	39.3443
4	34.1905
5	29.4941
6	25.2089
7	21.2939
8	17.7123
9	14.4312
10	11.4215
11	8.65691
12	6.11394
13	3.77162
14	1.61112
15	-0.384458
16	-2.23026
17	-3.93991
18	-5.52565
19	-6.9985
20	-8.36838
21	-9.64425
22	-10.8342
23	-11.9454
24	-12.9846
25	-13.9576
26	-14.8699
27	-15.7264
28	-16.5315
29	-17.2893
30	-18.0033
31	-18.6769
32	-19.3132
33	-19.9149
34	-20.4845
35	-21.0244
36	-21.5367
37	-22.0232
38	-22.4858
39	-22.926
40	-23.3454
41	-23.7454
42	-24.1271
43	-24.4918
44	-24.8405
45	-25.1742
46	-25.4939
47	-25.8002
48	-26.0942
49	-26.3763
50	-26.6474
51	-26.9081
52	-27.1589
53	-27.4003
54	-27.633
55	-27.8572
56	-28.0735
57	-28.2823
58	-28.484
59	-28.6789
60	-28.8673
61	-29.0496
62	-29.226
63	-29.3969
64	-29.5624
65	-29.7229
66	-29.8785
67	-30.0295
68	-30.176
69	-30.3183
70	-30.4566
71	-30.591
72	-30.7216
73	-30.8487
74	-30.9723
75	-31.0927
76	-31.2098
77	-31.324
78	-31.4352
79	-31.5436
80	-31.6493
81	-31.7524
82	-31.853
83	-31.9511
84	-32.0469
85	-32.1405
86	-32.2319
87	-32.3212
88	-32.4084
89	-32.4937
90	-32.5771
91	-32.6587
92	-32.7385
93	-32.8166
94	-32.893
95	-32.9678
96	-33.041
97	-33.1128
98	-33.1831
99	-33.2519
