1.0000000000000000e+00	5.1237337654989446e+01
2.0000000000000000e+00	4.5007179194631348e+01
3.0000000000000000e+00	3.9344257429816352e+01
4.0000000000000000e+00	3.4190471566692963e+01
5.0000000000000000e+00	2.9494068688919938e+01
6.0000000000000000e+00	2.5208921314351670e+01
7.0000000000000000e+00	2.1293889521166818e+01
8.0000000000000000e+00	1.7712257537470236e+01
9.0000000000000000e+00	1.4431235915220988e+01
1.0000000000000000e+01	1.1421521485369951e+01
1.1000000000000000e+01	8.6569082350492153e+00
1.2000000000000000e+01	6.1139430759214619e+00
1.3000000000000000e+01	3.7716211996990836e+00
1.4000000000000000e+01	1.6111163549207461e+00
1.5000000000000000e+01	-3.8445806069939437e-01
1.6000000000000000e+01	-2.2302607060511832e+00
1.7000000000000000e+01	-3.9399099820878547e+00
1.8000000000000000e+01	-5.5256504988385018e+00
1.9000000000000000e+01	-6.9985007921886506e+00
2.0000000000000000e+01	-8.3683844653618245e+00
