1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01	1.0000000000000000e+00
1.7332482533793726e+01
